gene_short_name	num_cells_expressed
GDF9	GDF9	0
UQCRQ	UQCRQ	178
LEAP2	LEAP2	0
AFF4	AFF4	25
CTC-350I8.1	CTC-350I8.1	0
ZCCHC10	ZCCHC10	17
HSPA4	HSPA4	26
RP11-485M7.3	RP11-485M7.3	0
CTB-49A3.2	CTB-49A3.2	0
FSTL4	FSTL4	0
CTB-49A3.5	CTB-49A3.5	1
CTB-49A3.4	CTB-49A3.4	0
CTB-3M24.3	CTB-3M24.3	0
CTD-2131I18.1	CTD-2131I18.1	0
C5orf15	C5orf15	15
VDAC1	VDAC1	69
CTB-113I20.2	CTB-113I20.2	1
TCF7	TCF7	61
SKP1	SKP1	249
CTD-2410N18.5	CTD-2410N18.5	0
PPP2CA	PPP2CA	61
CDKL3	CDKL3	12
CTD-2410N18.3	CTD-2410N18.3	1
UBE2B	UBE2B	83
RP11-215P8.3	RP11-215P8.3	1
CDKN2AIPNL	CDKN2AIPNL	36
RP11-215P8.4	RP11-215P8.4	0
AC005355.1	AC005355.1	0
AC005355.2	AC005355.2	0
JADE2	JADE2	22
SAR1B	SAR1B	12
SEC24A	SEC24A	2
CAMLG	CAMLG	116
DDX46	DDX46	123
C5orf24	C5orf24	10
TXNDC15	TXNDC15	19
PCBD2	PCBD2	6
CATSPER3	CATSPER3	0
PITX1	PITX1	1
C5orf66	C5orf66	0
CTC-276P9.1	CTC-276P9.1	0
CTC-276P9.2	CTC-276P9.2	0
CTC-276P9.3	CTC-276P9.3	0
CTC-349C3.2	CTC-349C3.2	0
H2AFY	H2AFY	85
CTC-203F4.2	CTC-203F4.2	0
C5orf20	C5orf20	0
TIFAB	TIFAB	0
CTB-138E5.1	CTB-138E5.1	0
NEUROG1	NEUROG1	0
CTC-321K16.1	CTC-321K16.1	0
CXCL14	CXCL14	0
CTC-321K16.4	CTC-321K16.4	0
RP11-119J18.1	RP11-119J18.1	0
SLC25A48	SLC25A48	0
IL9	IL9	0
GS1-39E22.1	GS1-39E22.1	0
LECT2	LECT2	0
TGFBI	TGFBI	1
VTRNA2-1	VTRNA2-1	0
SMAD5-AS1	SMAD5-AS1	0
SMAD5	SMAD5	3
AC009014.3	AC009014.3	0
TRPC7	TRPC7	0
TRPC7-AS1	TRPC7-AS1	0
TRPC7-AS2	TRPC7-AS2	0
RP11-114H21.2	RP11-114H21.2	0
CTB-1I21.1	CTB-1I21.1	0
SPOCK1	SPOCK1	0
KLHL3	KLHL3	0
RP11-381K20.5	RP11-381K20.5	0
HNRNPA0	HNRNPA0	301
RP11-381K20.4	RP11-381K20.4	0
RP11-381K20.2	RP11-381K20.2	4
MYOT	MYOT	1
PKD2L2	PKD2L2	2
FAM13B	FAM13B	10
RP11-325L7.1	RP11-325L7.1	0
RP11-325L7.2	RP11-325L7.2	0
WNT8A	WNT8A	0
NME5	NME5	0
BRD8	BRD8	9
KIF20A	KIF20A	1
CDC23	CDC23	3
GFRA3	GFRA3	0
CDC25C	CDC25C	0
FAM53C	FAM53C	14
RP11-256P1.1	RP11-256P1.1	0
KDM3B	KDM3B	7
REEP2	REEP2	1
EGR1	EGR1	11
ETF1	ETF1	12
HSPA9	HSPA9	43
CTNNA1	CTNNA1	6
AC034243.1	AC034243.1	0
LRRTM2	LRRTM2	0
SIL1	SIL1	9
CTB-46B19.2	CTB-46B19.2	0
MATR3	MATR3	73
PAIP2	PAIP2	151
CTB-43P18.1	CTB-43P18.1	0
SLC23A1	SLC23A1	0
MZB1	MZB1	66
PROB1	PROB1	0
SPATA24	SPATA24	7
DNAJC18	DNAJC18	4
ECSCR	ECSCR	0
AC138517.1	AC138517.1	0
TMEM173	TMEM173	54
UBE2D2	UBE2D2	265
CTD-3224K15.3	CTD-3224K15.3	0
CXXC5	CXXC5	71
CTD-3224K15.2	CTD-3224K15.2	0
CTB-35F21.1	CTB-35F21.1	0
CTB-35F21.2	CTB-35F21.2	0
CTB-35F21.3	CTB-35F21.3	0
CTB-35F21.5	CTB-35F21.5	0
PSD2	PSD2	0
NRG2	NRG2	3
CTB-35F21.4	CTB-35F21.4	0
LINC01024	LINC01024	1
PURA	PURA	7
IGIP	IGIP	0
CYSTM1	CYSTM1	17
PFDN1	PFDN1	67
HBEGF	HBEGF	0
CTC-329D1.3	CTC-329D1.3	0
SLC4A9	SLC4A9	0
CTC-329D1.2	CTC-329D1.2	0
ANKHD1	ANKHD1	9
ANKHD1-EIF4EBP3	ANKHD1-EIF4EBP3	0
SRA1	SRA1	39
EIF4EBP3	EIF4EBP3	0
APBB3	APBB3	6
SLC35A4	SLC35A4	18
CD14	CD14	0
NDUFA2	NDUFA2	134
TMCO6	TMCO6	7
IK	IK	105
WDR55	WDR55	13
DND1	DND1	0
HARS	HARS	34
HARS2	HARS2	11
ZMAT2	ZMAT2	67
PCDHA1	PCDHA1	0
PCDHA2	PCDHA2	0
PCDHA3	PCDHA3	0
PCDHA4	PCDHA4	0
PCDHA5	PCDHA5	0
PCDHA6	PCDHA6	0
PCDHA7	PCDHA7	0
PCDHA8	PCDHA8	0
PCDHA9	PCDHA9	0
PCDHA10	PCDHA10	0
AC005609.1	AC005609.1	0
PCDHA11	PCDHA11	0
PCDHA12	PCDHA12	0
PCDHA13	PCDHA13	0
PCDHAC1	PCDHAC1	0
PCDHAC2	PCDHAC2	0
PCDHB1	PCDHB1	0
PCDHB2	PCDHB2	0
AC005754.7	AC005754.7	0
PCDHB3	PCDHB3	0
AC005754.8	AC005754.8	0
PCDHB4	PCDHB4	0
PCDHB5	PCDHB5	0
PCDHB6	PCDHB6	0
PCDHB17	PCDHB17	0
PCDHB7	PCDHB7	0
PCDHB8	PCDHB8	0
PCDHB16	PCDHB16	0
PCDHB10	PCDHB10	0
PCDHB11	PCDHB11	0
PCDHB12	PCDHB12	0
PCDHB13	PCDHB13	0
PCDHB14	PCDHB14	0
PCDHB15	PCDHB15	0
SLC25A2	SLC25A2	0
TAF7	TAF7	159
AC005618.6	AC005618.6	0
PCDHGA1	PCDHGA1	0
PCDHGA2	PCDHGA2	0
PCDHGA3	PCDHGA3	0
PCDHGB1	PCDHGB1	0
PCDHGA4	PCDHGA4	0
PCDHGB2	PCDHGB2	0
PCDHGA5	PCDHGA5	0
PCDHGB3	PCDHGB3	0
PCDHGA6	PCDHGA6	0
PCDHGA7	PCDHGA7	0
PCDHGB4	PCDHGB4	0
PCDHGA8	PCDHGA8	0
PCDHGA9	PCDHGA9	0
PCDHGB6	PCDHGB6	0
PCDHGA10	PCDHGA10	0
PCDHGB7	PCDHGB7	0
PCDHGA11	PCDHGA11	0
PCDHGA12	PCDHGA12	0
PCDHGC3	PCDHGC3	0
PCDHGC4	PCDHGC4	0
PCDHGC5	PCDHGC5	0
DIAPH1	DIAPH1	24
CTD-2024I7.13	CTD-2024I7.13	0
AC008781.7	AC008781.7	0
HDAC3	HDAC3	41
RELL2	RELL2	14
FCHSD1	FCHSD1	7
ARAP3	ARAP3	0
PCDH1	PCDH1	0
KIAA0141	KIAA0141	17
PCDH12	PCDH12	0
AC005740.6	AC005740.6	0
RNF14	RNF14	12
AC005740.5	AC005740.5	0
GNPDA1	GNPDA1	8
NDFIP1	NDFIP1	138
SPRY4	SPRY4	0
AC005592.2	AC005592.2	0
FGF1	FGF1	0
AC005592.3	AC005592.3	0
AC005592.1	AC005592.1	0
ARHGAP26	ARHGAP26	3
ARHGAP26-AS1	ARHGAP26-AS1	0
NR3C1	NR3C1	32
CTD-2050E21.1	CTD-2050E21.1	0
CTD-2050E21.2	CTD-2050E21.2	0
HMHB1	HMHB1	0
YIPF5	YIPF5	24
KCTD16	KCTD16	0
CTC-367F4.1	CTC-367F4.1	0
CTC-806A22.1	CTC-806A22.1	0
CTB-73N10.1	CTB-73N10.1	0
PRELID2	PRELID2	0
GRXCR2	GRXCR2	0
SH3RF2	SH3RF2	0
PLAC8L1	PLAC8L1	0
RP11-118M9.3	RP11-118M9.3	0
LARS	LARS	40
RBM27	RBM27	32
CTC-359M8.1	CTC-359M8.1	0
POU4F3	POU4F3	0
CTC-359M8.3	CTC-359M8.3	0
CTB-1H10.1	CTB-1H10.1	0
TCERG1	TCERG1	22
GPR151	GPR151	0
CTB-99A3.1	CTB-99A3.1	0
PPP2R2B	PPP2R2B	1
CTC-255N20.1	CTC-255N20.1	0
STK32A	STK32A	0
DPYSL3	DPYSL3	0
CTB-108O6.2	CTB-108O6.2	0
JAKMIP2	JAKMIP2	0
SPINK1	SPINK1	0
SCGB3A2	SCGB3A2	0
C5orf46	C5orf46	0
CTC-327F10.5	CTC-327F10.5	0
CTC-327F10.4	CTC-327F10.4	0
SPINK5	SPINK5	0
SPINK14	SPINK14	0
SPINK6	SPINK6	0
CTC-295J13.3	CTC-295J13.3	0
SPINK13	SPINK13	0
RP11-373N22.3	RP11-373N22.3	0
SPINK7	SPINK7	0
AC091948.1	AC091948.1	0
SPINK9	SPINK9	0
FBXO38	FBXO38	5
CTD-2283N19.1	CTD-2283N19.1	0
HTR4	HTR4	0
ADRB2	ADRB2	8
SH3TC2	SH3TC2	0
RP11-44B19.1	RP11-44B19.1	0
CTC-529P8.1	CTC-529P8.1	0
ABLIM3	ABLIM3	0
RP11-331K21.1	RP11-331K21.1	0
AC012613.2	AC012613.2	0
AFAP1L1	AFAP1L1	0
GRPEL2	GRPEL2	2
GRPEL2-AS1	GRPEL2-AS1	1
PCYOX1L	PCYOX1L	3
IL17B	IL17B	0
RP11-394O4.3	RP11-394O4.3	0
MIR143HG	MIR143HG	1
AC131025.8	AC131025.8	0
MIR145	MIR145	0
CSNK1A1	CSNK1A1	68
ARHGEF37	ARHGEF37	7
PPARGC1B	PPARGC1B	2
PDE6A	PDE6A	0
SLC26A2	SLC26A2	2
TIGD6	TIGD6	3
HMGXB3	HMGXB3	6
CSF1R	CSF1R	0
PDGFRB	PDGFRB	0
CDX1	CDX1	0
SLC6A7	SLC6A7	0
CAMK2A	CAMK2A	0
ARSI	ARSI	0
TCOF1	TCOF1	18
CD74	CD74	525
RPS14	RPS14	797
CTC-367J11.1	CTC-367J11.1	0
NDST1	NDST1	1
SYNPO	SYNPO	3
CTB-140J7.2	CTB-140J7.2	0
MYOZ3	MYOZ3	0
CTC-345K18.2	CTC-345K18.2	0
RBM22	RBM22	41
DCTN4	DCTN4	6
SMIM3	SMIM3	0
AC010441.1	AC010441.1	0
IRGM	IRGM	3
ZNF300	ZNF300	0
GPX3	GPX3	0
TNIP1	TNIP1	70
ANXA6	ANXA6	151
CTB-17P3.4	CTB-17P3.4	0
CCDC69	CCDC69	37
GM2A	GM2A	6
SLC36A3	SLC36A3	0
SLC36A2	SLC36A2	0
SLC36A1	SLC36A1	1
FAT2	FAT2	0
CTC-251D13.1	CTC-251D13.1	0
CTB-113P19.4	CTB-113P19.4	0
SPARC	SPARC	0
CTB-113P19.1	CTB-113P19.1	0
CTB-113P19.5	CTB-113P19.5	1
ATOX1	ATOX1	39
CTB-113P19.3	CTB-113P19.3	0
G3BP1	G3BP1	38
GLRA1	GLRA1	0
CTB-12O2.1	CTB-12O2.1	0
NMUR2	NMUR2	0
AC091969.1	AC091969.1	0
GRIA1	GRIA1	0
AC091962.3	AC091962.3	0
RP11-461L18.1	RP11-461L18.1	0
FAM114A2	FAM114A2	3
MFAP3	MFAP3	2
GALNT10	GALNT10	13
SAP30L-AS1	SAP30L-AS1	0
SAP30L	SAP30L	5
HAND1	HAND1	0
CTB-158E9.1	CTB-158E9.1	0
LARP1	LARP1	14
FAXDC2	FAXDC2	0
CNOT8	CNOT8	27
GEMIN5	GEMIN5	0
MRPL22	MRPL22	54
KIF4B	KIF4B	0
SGCD	SGCD	0
CTC-340I23.2	CTC-340I23.2	0
TIMD4	TIMD4	1
HAVCR1	HAVCR1	1
HAVCR2	HAVCR2	0
CTB-120L21.1	CTB-120L21.1	0
MED7	MED7	9
ITK	ITK	13
FAM71B	FAM71B	0
CTB-4E7.1	CTB-4E7.1	0
CTC-248O19.1	CTC-248O19.1	0
CYFIP2	CYFIP2	49
FNDC9	FNDC9	0
CTB-47B11.3	CTB-47B11.3	0
ADAM19	ADAM19	10
NIPAL4	NIPAL4	2
AC106801.1	AC106801.1	0
SOX30	SOX30	0
C5orf52	C5orf52	0
AC008694.3	AC008694.3	0
THG1L	THG1L	10
AC026407.1	AC026407.1	0
LSM11	LSM11	1
CLINT1	CLINT1	17
CTC-436K13.5	CTC-436K13.5	0
CTC-436K13.1	CTC-436K13.1	0
CTC-436K13.6	CTC-436K13.6	0
CTC-436K13.3	CTC-436K13.3	0
CTC-436K13.2	CTC-436K13.2	0
RP11-542A14.1	RP11-542A14.1	0
RP11-542A14.2	RP11-542A14.2	0
RP11-32D16.1	RP11-32D16.1	0
EBF1	EBF1	10
CTD-2363C16.1	CTD-2363C16.1	0
CTD-2363C16.2	CTD-2363C16.2	0
RP11-175K6.1	RP11-175K6.1	2
RNF145	RNF145	42
CTB-11I22.1	CTB-11I22.1	0
CTB-11I22.2	CTB-11I22.2	0
UBLCP1	UBLCP1	10
AC008697.1	AC008697.1	0
IL12B	IL12B	0
AC008703.1	AC008703.1	0
AC008691.1	AC008691.1	0
AC011343.1	AC011343.1	0
ADRA1B	ADRA1B	0
TTC1	TTC1	71
PWWP2A	PWWP2A	17
FABP6	FABP6	0
CTB-127C13.1	CTB-127C13.1	0
CCNJL	CCNJL	0
C1QTNF2	C1QTNF2	0
C5orf54	C5orf54	0
SLU7	SLU7	62
PTTG1	PTTG1	14
MIR146A	MIR146A	0
ATP10B	ATP10B	0
CTC-348L5.1	CTC-348L5.1	0
CTC-529G1.1	CTC-529G1.1	0
RP11-109J4.1	RP11-109J4.1	0
GABRB2	GABRB2	0
GABRA6	GABRA6	0
RP11-348M17.2	RP11-348M17.2	0
GABRA1	GABRA1	0
GABRG2	GABRG2	0
RP11-96G10.1	RP11-96G10.1	0
RP11-167P20.1	RP11-167P20.1	0
RP11-541P9.3	RP11-541P9.3	0
CCNG1	CCNG1	54
AC112205.1	AC112205.1	0
NUDCD2	NUDCD2	65
HMMR	HMMR	0
RP11-80G7.1	RP11-80G7.1	0
MAT2B	MAT2B	77
CTC-207P7.1	CTC-207P7.1	0
CTB-32P11.1	CTB-32P11.1	0
CTC-340A15.2	CTC-340A15.2	0
CTD-2313P7.1	CTD-2313P7.1	0
CTB-181F24.1	CTB-181F24.1	0
CTC-535M15.2	CTC-535M15.2	0
RP11-67M9.1	RP11-67M9.1	0
CTB-7E3.1	CTB-7E3.1	0
CTC-264O10.2	CTC-264O10.2	0
CTC-264O10.1	CTC-264O10.1	0
TENM2	TENM2	0
CTB-180C19.1	CTB-180C19.1	0
CTC-286N12.1	CTC-286N12.1	0
CTB-105L4.2	CTB-105L4.2	0
CTB-78F1.1	CTB-78F1.1	0
CTC-353G13.1	CTC-353G13.1	0
CTB-77H17.1	CTB-77H17.1	0
CTB-178M22.1	CTB-178M22.1	0
CTB-178M22.2	CTB-178M22.2	0
WWC1	WWC1	0
RARS	RARS	16
FBLL1	FBLL1	0
PANK3	PANK3	5
CTC-558O2.2	CTC-558O2.2	0
SLIT3	SLIT3	0
CTC-558O2.1	CTC-558O2.1	0
CTB-174D11.2	CTB-174D11.2	0
CTB-174D11.1	CTB-174D11.1	0
SPDL1	SPDL1	6
DOCK2	DOCK2	20
CTB-37A13.1	CTB-37A13.1	0
FAM196B	FAM196B	0
FOXI1	FOXI1	0
CTB-27N1.1	CTB-27N1.1	0
C5orf58	C5orf58	1
LCP2	LCP2	24
CTB-114C7.4	CTB-114C7.4	0
CTB-114C7.3	CTB-114C7.3	0
KCNIP1	KCNIP1	0
KCNMB1	KCNMB1	0
CTD-2270F17.1	CTD-2270F17.1	0
CTB-147C13.1	CTB-147C13.1	0
CTC-265N9.1	CTC-265N9.1	0
MIR4454	MIR4454	0
GABRP	GABRP	0
RANBP17	RANBP17	0
TLX3	TLX3	0
NPM1	NPM1	602
FGF18	FGF18	0
CTB-78H18.1	CTB-78H18.1	0
SMIM23	SMIM23	0
FBXW11	FBXW11	8
STK10	STK10	27
EFCAB9	EFCAB9	0
UBTD2	UBTD2	0
SH3PXD2B	SH3PXD2B	0
CTB-54I1.1	CTB-54I1.1	0
AC027309.1	AC027309.1	0
NEURL1B	NEURL1B	0
CTB-79E8.2	CTB-79E8.2	0
RP11-779O18.1	RP11-779O18.1	0
RP11-779O18.3	RP11-779O18.3	0
DUSP1	DUSP1	439
RP11-536N17.1	RP11-536N17.1	0
ERGIC1	ERGIC1	19
CTC-308K20.1	CTC-308K20.1	0
CTC-308K20.2	CTC-308K20.2	0
RPL26L1	RPL26L1	24
ATP6V0E1	ATP6V0E1	268
CREBRF	CREBRF	35
CTC-209H22.3	CTC-209H22.3	0
BNIP1	BNIP1	12
NKX2-5	NKX2-5	0
STC2	STC2	0
CTB-32H22.1	CTB-32H22.1	0
CTB-164N12.1	CTB-164N12.1	0
CTB-33O18.1	CTB-33O18.1	0
CTB-33O18.2	CTB-33O18.2	0
CTB-33O18.3	CTB-33O18.3	0
BOD1	BOD1	23
CTB-43E15.1	CTB-43E15.1	0
CTB-43E15.2	CTB-43E15.2	0
CTB-43E15.3	CTB-43E15.3	0
CTB-43E15.4	CTB-43E15.4	0
CPEB4	CPEB4	4
C5orf47	C5orf47	0
NSG2	NSG2	0
RP11-619L12.3	RP11-619L12.3	0
RP11-619L12.4	RP11-619L12.4	0
CTC-430J12.2	CTC-430J12.2	0
RP11-267A15.1	RP11-267A15.1	0
RP11-267A15.3	RP11-267A15.3	0
MSX2	MSX2	0
CTD-2532K18.1	CTD-2532K18.1	0
CTD-2532K18.2	CTD-2532K18.2	0
CTC-281M20.1	CTC-281M20.1	0
CTC-281M20.4	CTC-281M20.4	0
DRD1	DRD1	0
SFXN1	SFXN1	31
HRH2	HRH2	5
CPLX2	CPLX2	0
THOC3	THOC3	16
RP11-91H12.3	RP11-91H12.3	0
RP11-826N14.1	RP11-826N14.1	1
RP11-826N14.2	RP11-826N14.2	0
FAM153B	FAM153B	1
RP11-844P9.1	RP11-844P9.1	0
RP11-826N14.4	RP11-826N14.4	0
RP11-844P9.2	RP11-844P9.2	0
SIMC1	SIMC1	3
KIAA1191	KIAA1191	15
RP11-843P14.2	RP11-843P14.2	0
RP11-843P14.1	RP11-843P14.1	0
ARL10	ARL10	1
NOP16	NOP16	27
HIGD2A	HIGD2A	274
CLTB	CLTB	86
FAF2	FAF2	3
RNF44	RNF44	21
CDHR2	CDHR2	0
GPRIN1	GPRIN1	0
SNCB	SNCB	0
EIF4E1B	EIF4E1B	0
TSPAN17	TSPAN17	6
RP11-375B1.1	RP11-375B1.1	0
RP11-375B1.2	RP11-375B1.2	0
RP11-375B1.3	RP11-375B1.3	0
UNC5A	UNC5A	0
HK3	HK3	0
UIMC1	UIMC1	20
ZNF346	ZNF346	2
FGFR4	FGFR4	0
NSD1	NSD1	32
RAB24	RAB24	21
MXD3	MXD3	3
PRELID1	PRELID1	191
LMAN2	LMAN2	106
RGS14	RGS14	48
SLC34A1	SLC34A1	0
PFN3	PFN3	0
F12	F12	4
GRK6	GRK6	132
PRR7-AS1	PRR7-AS1	0
PRR7	PRR7	71
DBN1	DBN1	2
PDLIM7	PDLIM7	6
RP11-1334A24.6	RP11-1334A24.6	1
DOK3	DOK3	5
DDX41	DDX41	31
FAM193B	FAM193B	2
RP11-1277A3.3	RP11-1277A3.3	0
TMED9	TMED9	133
B4GALT7	B4GALT7	31
RP11-1277A3.1	RP11-1277A3.1	0
RP11-1101H11.1	RP11-1101H11.1	0
FAM153A	FAM153A	0
RP11-1026M7.2	RP11-1026M7.2	0
RP11-1026M7.3	RP11-1026M7.3	0
RP11-423H2.5	RP11-423H2.5	0
RP11-1252I4.2	RP11-1252I4.2	0
RP11-423H2.3	RP11-423H2.3	2
PROP1	PROP1	0
FAM153C	FAM153C	0
N4BP3	N4BP3	14
RMND5B	RMND5B	25
NHP2	NHP2	175
HNRNPAB	HNRNPAB	21
PHYKPL	PHYKPL	59
COL23A1	COL23A1	0
RP11-1259L22.1	RP11-1259L22.1	0
CLK4	CLK4	29
ZNF354A	ZNF354A	13
ZNF354B	ZNF354B	5
ZFP2	ZFP2	0
RP11-281O15.8	RP11-281O15.8	0
ZNF454	ZNF454	0
RP11-281O15.4	RP11-281O15.4	0
GRM6	GRM6	0
ZNF879	ZNF879	0
ZNF354C	ZNF354C	2
ADAMTS2	ADAMTS2	0
RP11-443C10.2	RP11-443C10.2	0
RP11-443C10.1	RP11-443C10.1	0
RP11-798K23.1	RP11-798K23.1	0
RP11-798K23.4	RP11-798K23.4	0
RUFY1	RUFY1	24
RP11-1379J22.2	RP11-1379J22.2	0
HNRNPH1	HNRNPH1	55
C5orf60	C5orf60	0
AC136604.1	AC136604.1	0
RP11-1379J22.5	RP11-1379J22.5	0
CBY3	CBY3	0
CANX	CANX	47
MAML1	MAML1	6
LTC4S	LTC4S	5
MGAT4B	MGAT4B	3
SQSTM1	SQSTM1	94
C5orf45	C5orf45	12
CTC-241N9.1	CTC-241N9.1	1
TBC1D9B	TBC1D9B	13
RNF130	RNF130	17
CTC-563A5.2	CTC-563A5.2	0
RASGEF1C	RASGEF1C	0
MAPK9	MAPK9	3
CTB-129O4.1	CTB-129O4.1	1
GFPT2	GFPT2	0
CTC-573N18.1	CTC-573N18.1	0
CNOT6	CNOT6	5
SCGB3A1	SCGB3A1	0
FLT4	FLT4	0
RP11-451H23.3	RP11-451H23.3	0
OR2Y1	OR2Y1	0
MGAT1	MGAT1	49
LINC00847	LINC00847	8
ZFP62	ZFP62	8
BTNL8	BTNL8	0
BTNL3	BTNL3	0
BTNL9	BTNL9	4
OR2V1	OR2V1	0
OR2V2	OR2V2	0
CTC-338M12.2	CTC-338M12.2	0
CTC-338M12.5	CTC-338M12.5	1
TRIM7	TRIM7	0
CTC-338M12.6	CTC-338M12.6	0
CTC-338M12.1	CTC-338M12.1	0
TRIM41	TRIM41	6
CTC-338M12.7	CTC-338M12.7	0
GNB2L1	GNB2L1	795
CTC-338M12.4	CTC-338M12.4	4
TRIM52	TRIM52	17
AC008443.1	AC008443.1	0
TRIM52-AS1	TRIM52-AS1	33
CTC-338M12.9	CTC-338M12.9	0
AC138035.2	AC138035.2	0
AC138035.1	AC138035.1	0
OR4F3	OR4F3	0
LINC00266-3	LINC00266-3	0
RP3-416J7.4	RP3-416J7.4	0
RP3-416J7.5	RP3-416J7.5	0
DUSP22	DUSP22	58
IRF4	IRF4	8
EXOC2	EXOC2	3
RP1-20B11.2	RP1-20B11.2	0
HUS1B	HUS1B	4
RP11-532F6.3	RP11-532F6.3	5
RP11-532F6.4	RP11-532F6.4	0
RP11-532F6.5	RP11-532F6.5	0
RP11-284J1.1	RP11-284J1.1	0
RP5-1077H22.2	RP5-1077H22.2	0
RP5-1077H22.1	RP5-1077H22.1	0
RP5-856G1.1	RP5-856G1.1	0
AL033381.1	AL033381.1	0
FOXQ1	FOXQ1	0
RP4-668J24.2	RP4-668J24.2	0
FOXF2	FOXF2	0
RP11-157J24.2	RP11-157J24.2	0
FOXC1	FOXC1	0
GMDS	GMDS	18
GMDS-AS1	GMDS-AS1	8
RP1-136B1.1	RP1-136B1.1	0
C6orf195	C6orf195	0
RP11-145H9.3	RP11-145H9.3	0
MYLK4	MYLK4	0
WRNIP1	WRNIP1	5
SERPINB1	SERPINB1	92
RP11-420G6.4	RP11-420G6.4	6
SERPINB9	SERPINB9	5
RP1-90J20.2	RP1-90J20.2	0
SERPINB6	SERPINB6	49
LINC01011	LINC01011	3
NQO2	NQO2	12
RP1-90J20.8	RP1-90J20.8	0
RP1-90J20.12	RP1-90J20.12	0
RP1-40E16.2	RP1-40E16.2	0
RIPK1	RIPK1	5
RP1-40E16.12	RP1-40E16.12	2
BPHL	BPHL	5
RP1-40E16.11	RP1-40E16.11	0
TUBB2A	TUBB2A	8
RP1-40E16.9	RP1-40E16.9	0
TUBB2B	TUBB2B	1
PSMG4	PSMG4	57
SLC22A23	SLC22A23	1
RP11-506K6.4	RP11-506K6.4	0
RP1-223B1.1	RP1-223B1.1	0
PXDC1	PXDC1	0
RP11-420L9.5	RP11-420L9.5	0
FAM50B	FAM50B	11
RP1-140K8.1	RP1-140K8.1	0
RP1-140K8.5	RP1-140K8.5	0
C6ORF50	C6ORF50	0
RP3-406P24.4	RP3-406P24.4	1
RP3-406P24.3	RP3-406P24.3	0
PRPF4B	PRPF4B	49
FAM217A	FAM217A	0
C6orf201	C6orf201	0
ECI2	ECI2	24
RP3-400B16.4	RP3-400B16.4	0
RP3-400B16.1	RP3-400B16.1	0
RP3-400B16.3	RP3-400B16.3	0
RP3-527G5.1	RP3-527G5.1	0
RP11-274H24.1	RP11-274H24.1	0
RP4-529N6.2	RP4-529N6.2	0
RP4-529N6.1	RP4-529N6.1	0
CDYL	CDYL	3
RP3-430A16.1	RP3-430A16.1	0
RPP40	RPP40	10
RP11-428J1.5	RP11-428J1.5	1
RP11-428J1.4	RP11-428J1.4	0
PPP1R3G	PPP1R3G	0
LYRM4	LYRM4	69
FARS2	FARS2	18
RP1-232P20.1	RP1-232P20.1	0
RP1-256G22.2	RP1-256G22.2	0
RP3-380B8.4	RP3-380B8.4	1
NRN1	NRN1	0
F13A1	F13A1	0
LY86-AS1	LY86-AS1	0
LY86	LY86	140
RP1-80N2.3	RP1-80N2.3	0
RP1-80N2.2	RP1-80N2.2	0
RP3-470L22.1	RP3-470L22.1	0
RP3-429O6.1	RP3-429O6.1	0
RP11-556O15.1	RP11-556O15.1	0
RREB1	RREB1	6
SSR1	SSR1	57
RP11-69L16.4	RP11-69L16.4	0
CAGE1	CAGE1	0
RIOK1	RIOK1	17
RP3-512B11.3	RP3-512B11.3	0
DSP	DSP	9
SNRNP48	SNRNP48	14
BMP6	BMP6	0
TXNDC5	TXNDC5	1
BLOC1S5-TXNDC5	BLOC1S5-TXNDC5	0
BLOC1S5	BLOC1S5	10
EEF1E1-BLOC1S5	EEF1E1-BLOC1S5	0
EEF1E1	EEF1E1	34
RP11-203H2.1	RP11-203H2.1	0
RP11-203H2.2	RP11-203H2.2	0
SLC35B3	SLC35B3	15
HULC	HULC	0
RP11-314C16.1	RP11-314C16.1	0
RP11-354I10.1	RP11-354I10.1	0
OFCC1	OFCC1	0
TFAP2A	TFAP2A	0
TFAP2A-AS1	TFAP2A-AS1	0
RP1-290I10.3	RP1-290I10.3	0
LINC00518	LINC00518	0
RP1-290I10.7	RP1-290I10.7	0
RP1-290I10.5	RP1-290I10.5	0
GCNT2	GCNT2	3
RP11-360O19.4	RP11-360O19.4	0
GCNT6	GCNT6	0
C6orf52	C6orf52	0
PAK1IP1	PAK1IP1	21
TMEM14C	TMEM14C	69
RP11-421M1.8	RP11-421M1.8	0
TMEM14B	TMEM14B	127
SYCP2L	SYCP2L	0
RP11-637O19.3	RP11-637O19.3	0
MAK	MAK	0
GCM2	GCM2	0
RP11-637O19.2	RP11-637O19.2	0
ELOVL2	ELOVL2	0
ELOVL2-AS1	ELOVL2-AS1	0
SMIM13	SMIM13	9
ERVFRD-1	ERVFRD-1	0
RP3-510L9.1	RP3-510L9.1	0
NEDD9	NEDD9	6
RP11-716O23.1	RP11-716O23.1	0
RP11-716O23.2	RP11-716O23.2	0
TMEM170B	TMEM170B	0
RP11-679B17.2	RP11-679B17.2	0
ADTRP	ADTRP	17
RP3-413H6.2	RP3-413H6.2	0
RP11-456H18.1	RP11-456H18.1	0
RP11-456H18.2	RP11-456H18.2	0
HIVEP1	HIVEP1	2
EDN1	EDN1	0
RP11-125M16.1	RP11-125M16.1	0
PHACTR1	PHACTR1	23
RP1-257A7.4	RP1-257A7.4	0
TBC1D7	TBC1D7	9
RP1-257A7.5	RP1-257A7.5	0
GFOD1	GFOD1	10
AL583828.1	AL583828.1	0
